# tau [ps];  C6H11N2 [ps*S/m];  C6H11N2-var [ps^2*S^2/m^2];  C2N3 [ps*S/m];  C2N3-var [ps^2*S^2/m^2];  C6H11N2/C6H11N2 [ps*S/m];  C6H11N2/C6H11N2-var [ps^2*S^2/m^2];  C2N3/C2N3 [ps*S/m];  C2N3/C2N3-var [ps^2*S^2/m^2];  C6H11N2/C2N3 [ps*S/m];  C6H11N2/C2N3-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
438.000000;  1569.195766;  0.294759;  1834.900701;  0.460612;  -1243.978439;  4.642633;  -913.449993;  33.720946;  1094.845625;  45.307564;  2341.513659;  207.232719
438.600000;  1571.213584;  0.295494;  1837.257846;  0.461809;  -1245.580245;  4.663791;  -914.628432;  33.876500;  1096.246135;  45.519666;  2344.508889;  208.202856
439.200000;  1573.238479;  0.296195;  1839.627565;  0.463173;  -1247.180227;  4.682084;  -915.794232;  34.007327;  1097.676604;  45.695294;  2347.568189;  209.006162
439.800000;  1575.262312;  0.296874;  1842.006433;  0.464331;  -1248.782977;  4.699874;  -916.980030;  34.135174;  1099.094181;  45.866153;  2350.599919;  209.787655
440.400000;  1577.286163;  0.297563;  1844.384741;  0.465580;  -1250.380960;  4.713792;  -918.151709;  34.238397;  1100.527868;  46.004295;  2353.666103;  210.419507
441.000000;  1579.302210;  0.298150;  1846.759976;  0.466699;  -1251.991031;  4.733140;  -919.376676;  34.380275;  1101.894589;  46.196210;  2356.589067;  211.297306
441.600000;  1581.312421;  0.298724;  1849.126157;  0.467713;  -1253.556398;  4.753641;  -920.482464;  34.532788;  1103.392158;  46.403626;  2359.791873;  212.246009
442.200000;  1583.316204;  0.299306;  1851.484987;  0.468713;  -1255.111478;  4.772975;  -921.569966;  34.672836;  1104.902719;  46.593835;  2363.022466;  213.116007
442.800000;  1585.324994;  0.299950;  1853.846955;  0.469694;  -1256.688276;  4.791607;  -922.707957;  34.804502;  1106.357020;  46.773566;  2366.132735;  213.938080
443.400000;  1587.335244;  0.300603;  1856.208474;  0.470670;  -1258.284535;  4.808374;  -923.896497;  34.929907;  1107.750725;  46.941587;  2369.113410;  214.706596
444.000000;  1589.352705;  0.301399;  1858.562345;  0.471735;  -1259.883401;  4.823461;  -925.064346;  35.037600;  1109.159928;  47.085456;  2372.127231;  215.364637
444.600000;  1591.379716;  0.302204;  1860.930719;  0.472867;  -1261.489545;  4.839809;  -926.240261;  35.155482;  1110.576779;  47.241218;  2375.157408;  216.077080
445.200000;  1593.408898;  0.303201;  1863.300701;  0.474010;  -1263.140545;  4.856144;  -927.538728;  35.269847;  1111.849927;  47.397041;  2377.880252;  216.789799
445.800000;  1595.428265;  0.304106;  1865.677880;  0.475058;  -1264.703510;  4.872783;  -928.622765;  35.391037;  1113.386406;  47.560997;  2381.166275;  217.539721
446.400000;  1597.450002;  0.304948;  1868.051178;  0.476299;  -1266.254384;  4.890205;  -929.661949;  35.517300;  1114.971569;  47.728873;  2384.556415;  218.307573
447.000000;  1599.470865;  0.305891;  1870.424216;  0.477489;  -1267.802865;  4.909847;  -930.696568;  35.651093;  1116.561848;  47.908078;  2387.957497;  219.127238
447.600000;  1601.486205;  0.306871;  1872.786637;  0.478735;  -1269.369415;  4.928449;  -931.787415;  35.781441;  1118.072700;  48.083712;  2391.188711;  219.930571
448.200000;  1603.497431;  0.307717;  1875.148611;  0.480097;  -1270.971295;  4.942111;  -932.989576;  35.879315;  1119.450763;  48.207723;  2394.135933;  220.497786
448.800000;  1605.510181;  0.308696;  1877.502273;  0.481276;  -1272.552699;  4.958477;  -934.121088;  35.995874;  1120.902893;  48.362602;  2397.241561;  221.206190
449.400000;  1607.533076;  0.309635;  1879.855253;  0.482589;  -1274.097708;  4.978932;  -935.120053;  36.145695;  1122.511700;  48.563809;  2400.682267;  222.126494
450.000000;  1609.549693;  0.310356;  1882.212052;  0.483749;  -1275.687102;  4.993107;  -936.266383;  36.244181;  1123.949950;  48.692752;  2403.758210;  222.716265
450.600000;  1611.564633;  0.311246;  1884.573382;  0.484993;  -1277.277758;  5.011564;  -937.425574;  36.376923;  1125.378303;  48.868735;  2406.812986;  223.521196
451.200000;  1613.572726;  0.312164;  1886.927481;  0.486176;  -1278.849516;  5.027492;  -938.543388;  36.494199;  1126.847228;  49.019458;  2409.954531;  224.210588
451.800000;  1615.577764;  0.313004;  1889.280712;  0.487403;  -1280.423876;  5.043500;  -939.676364;  36.606426;  1128.297105;  49.167617;  2413.055341;  224.888258
452.400000;  1617.586494;  0.313801;  1891.645064;  0.488523;  -1281.978636;  5.062702;  -940.754466;  36.740776;  1129.825397;  49.346546;  2416.323853;  225.706660
453.000000;  1619.610494;  0.314580;  1894.021871;  0.489768;  -1283.572226;  5.076229;  -941.911774;  36.836819;  1131.274376;  49.468415;  2419.422741;  226.264079
453.600000;  1621.623890;  0.315220;  1896.385923;  0.490912;  -1285.155204;  5.088002;  -943.056309;  36.915844;  1132.723377;  49.570930;  2422.521678;  226.732975
454.200000;  1623.648502;  0.315849;  1898.769099;  0.492104;  -1286.719995;  5.104696;  -944.136656;  37.038217;  1134.271367;  49.733329;  2425.832316;  227.475774
454.800000;  1625.659104;  0.316490;  1901.138627;  0.493085;  -1288.275440;  5.119434;  -945.216568;  37.142554;  1135.803658;  49.871399;  2429.109382;  228.107289
455.400000;  1627.663313;  0.317275;  1903.497168;  0.494043;  -1289.823680;  5.137715;  -946.283197;  37.277184;  1137.338677;  50.053228;  2432.392280;  228.938959
456.000000;  1629.679426;  0.318077;  1905.866276;  0.494964;  -1291.372959;  5.154140;  -947.329607;  37.394147;  1138.910274;  50.213198;  2435.753409;  229.670651
456.600000;  1631.689853;  0.318918;  1908.237030;  0.496158;  -1292.923863;  5.169341;  -948.398376;  37.500230;  1140.457262;  50.352860;  2439.061906;  230.309450
457.200000;  1633.709521;  0.319629;  1910.599585;  0.497436;  -1294.434546;  5.187157;  -949.318802;  37.625925;  1142.170765;  50.519617;  2442.726522;  231.072183
457.800000;  1635.727309;  0.320396;  1912.976450;  0.498752;  -1296.004220;  5.201446;  -950.426009;  37.732455;  1143.679343;  50.661990;  2445.952874;  231.723383
458.400000;  1637.746495;  0.321187;  1915.340098;  0.500182;  -1297.572477;  5.217306;  -951.512022;  37.846715;  1145.197397;  50.813049;  2449.199491;  232.414315
459.000000;  1639.766045;  0.321989;  1917.714905;  0.501656;  -1299.129838;  5.231396;  -952.577292;  37.944045;  1146.753358;  50.941829;  2452.527179;  233.003341
459.600000;  1641.791605;  0.322848;  1920.076861;  0.502962;  -1300.649389;  5.247491;  -953.505554;  38.058185;  1148.456838;  51.094261;  2456.170361;  233.700553
460.200000;  1643.817056;  0.323785;  1922.457087;  0.504457;  -1302.201198;  5.265171;  -954.543792;  38.189561;  1150.051356;  51.266875;  2459.580508;  234.490074
460.800000;  1645.846308;  0.324863;  1924.834733;  0.505969;  -1303.740372;  5.283810;  -955.532883;  38.323559;  1151.701204;  51.445280;  2463.108990;  235.306080
461.400000;  1647.876153;  0.325952;  1927.201779;  0.507233;  -1305.316199;  5.300813;  -956.613539;  38.448488;  1153.229662;  51.608459;  2466.377856;  236.052449
462.000000;  1649.893071;  0.327094;  1929.586739;  0.508503;  -1306.897227;  5.315009;  -957.763475;  38.543054;  1154.697088;  51.732999;  2469.516196;  236.622082
462.600000;  1651.909190;  0.328071;  1931.962299;  0.509554;  -1308.488796;  5.328962;  -958.936144;  38.640522;  1156.126334;  51.863185;  2472.572882;  237.217543
463.200000;  1653.919781;  0.328921;  1934.329346;  0.510624;  -1310.016949;  5.344828;  -959.936280;  38.752677;  1157.750464;  52.012767;  2476.046361;  237.901718
463.800000;  1655.934865;  0.329705;  1936.696720;  0.511659;  -1311.559449;  5.359981;  -960.964663;  38.858374;  1159.341422;  52.152856;  2479.448895;  238.542473
464.400000;  1657.951636;  0.330295;  1939.055358;  0.512653;  -1313.105660;  5.374502;  -961.990046;  38.964146;  1160.925564;  52.293476;  2482.836852;  239.185655
465.000000;  1659.976942;  0.330948;  1941.426596;  0.513896;  -1314.663700;  5.391924;  -963.037362;  39.087569;  1162.498616;  52.457208;  2486.201092;  239.934549
465.600000;  1661.998398;  0.331524;  1943.801853;  0.515082;  -1316.225346;  5.404389;  -964.109821;  39.174104;  1164.046569;  52.568871;  2489.511653;  240.445286
466.200000;  1664.018901;  0.332091;  1946.177762;  0.516001;  -1317.781260;  5.416608;  -965.169393;  39.255656;  1165.610610;  52.671736;  2492.856620;  240.915782
466.800000;  1666.046169;  0.332505;  1948.555383;  0.517067;  -1319.339240;  5.431637;  -966.217361;  39.356924;  1167.190471;  52.804211;  2496.235422;  241.521710
467.400000;  1668.077362;  0.332900;  1950.937239;  0.518164;  -1320.893252;  5.447810;  -967.247201;  39.472055;  1168.796904;  52.954015;  2499.671053;  242.206898
468.000000;  1670.108473;  0.333413;  1953.318697;  0.519494;  -1322.445767;  5.464247;  -968.272637;  39.588539;  1170.408097;  53.105560;  2503.116864;  242.900052
468.600000;  1672.140873;  0.334082;  1955.695622;  0.520650;  -1323.990817;  5.479727;  -969.268734;  39.703638;  1172.048764;  53.256935;  2506.625709;  243.592430
469.200000;  1674.180126;  0.334709;  1958.081800;  0.521806;  -1325.560787;  5.496390;  -970.325274;  39.823130;  1173.628608;  53.415407;  2510.004473;  244.317264
469.800000;  1676.208438;  0.335332;  1960.456328;  0.522788;  -1327.108996;  5.511417;  -971.339508;  39.933730;  1175.244877;  53.565282;  2513.461139;  245.002778
470.400000;  1678.241575;  0.335875;  1962.836096;  0.523824;  -1328.684731;  5.524725;  -972.423302;  40.030056;  1176.784721;  53.694887;  2516.754358;  245.595580
471.000000;  1680.263249;  0.336351;  1965.218450;  0.524803;  -1330.241836;  5.540970;  -973.489374;  40.143489;  1178.348696;  53.845722;  2520.099186;  246.285487
471.600000;  1682.296936;  0.336936;  1967.589261;  0.525792;  -1331.815421;  5.554056;  -974.556560;  40.231923;  1179.897632;  53.965100;  2523.411849;  246.831511
472.200000;  1684.327096;  0.337482;  1969.959781;  0.526729;  -1333.351575;  5.568792;  -975.527395;  40.336190;  1181.560705;  54.106991;  2526.968612;  247.480510
472.800000;  1686.353784;  0.338063;  1972.324443;  0.528011;  -1334.918700;  5.585704;  -976.589958;  40.452886;  1183.107828;  54.265842;  2530.277399;  248.207080
473.400000;  1688.374845;  0.338714;  1974.696896;  0.529370;  -1336.471564;  5.600748;  -977.635852;  40.558145;  1184.684013;  54.404476;  2533.648338;  248.841176
474.000000;  1690.401708;  0.339502;  1977.067886;  0.530681;  -1338.000367;  5.616489;  -978.595669;  40.668579;  1186.360734;  54.552384;  2537.234292;  249.517698
474.600000;  1692.421525;  0.340232;  1979.426262;  0.531646;  -1339.560233;  5.630221;  -979.650848;  40.770045;  1187.909162;  54.688073;  2540.545867;  250.138324
475.200000;  1694.427540;  0.340925;  1981.783365;  0.532619;  -1341.082980;  5.643637;  -980.638689;  40.862610;  1189.536087;  54.814290;  2544.025323;  250.715632
475.800000;  1696.439001;  0.341536;  1984.136689;  0.533595;  -1342.594607;  5.656074;  -981.575815;  40.950481;  1191.218779;  54.931665;  2547.624047;  251.252491
476.400000;  1698.444864;  0.342118;  1986.490658;  0.534657;  -1344.146509;  5.668773;  -982.643557;  41.041994;  1192.747042;  55.052580;  2550.892498;  251.805549
477.000000;  1700.456654;  0.342798;  1988.854845;  0.535712;  -1345.682298;  5.683592;  -983.659074;  41.149592;  1194.349500;  55.202279;  2554.319626;  252.490258
477.600000;  1702.476293;  0.343475;  1991.225970;  0.536793;  -1347.234380;  5.695891;  -984.705451;  41.233140;  1195.923534;  55.318804;  2557.685966;  253.023232
478.200000;  1704.487150;  0.344202;  1993.585741;  0.537845;  -1348.741296;  5.707325;  -985.637388;  41.314256;  1197.620052;  55.430711;  2561.314258;  253.535084
478.800000;  1706.497706;  0.344889;  1995.958338;  0.538924;  -1350.270988;  5.719450;  -986.647533;  41.402436;  1199.238885;  55.548894;  2564.776408;  254.075644
479.400000;  1708.510568;  0.345634;  1998.329308;  0.540084;  -1351.793866;  5.734265;  -987.630214;  41.509901;  1200.888417;  55.697624;  2568.304212;  254.755921
480.000000;  1710.520497;  0.346416;  2000.702830;  0.541280;  -1353.322163;  5.749629;  -988.639106;  41.617122;  1202.509837;  55.848181;  2571.771895;  255.444552
480.600000;  1712.540373;  0.347357;  2003.080065;  0.542671;  -1354.861331;  5.763887;  -989.654334;  41.721300;  1204.128141;  55.992978;  2575.232914;  256.106842
481.200000;  1714.556128;  0.348273;  2005.451514;  0.544094;  -1356.382348;  5.778965;  -990.624024;  41.834266;  1205.793678;  56.149786;  2578.794949;  256.824067
481.800000;  1716.573905;  0.349259;  2007.815845;  0.545595;  -1357.944363;  5.791412;  -991.697027;  41.922249;  1207.328003;  56.275465;  2582.076363;  257.398915
482.400000;  1718.578255;  0.350164;  2010.176064;  0.547228;  -1359.462766;  5.805140;  -992.680394;  42.022997;  1208.963944;  56.417006;  2585.575102;  258.046311
483.000000;  1720.585107;  0.351050;  2012.539789;  0.548781;  -1360.991545;  5.818301;  -993.689577;  42.114330;  1210.573380;  56.541449;  2589.017154;  258.615500
483.600000;  1722.600729;  0.351865;  2014.905485;  0.550221;  -1362.514388;  5.834557;  -994.659063;  42.229390;  1212.232322;  56.701035;  2592.565085;  259.345434
484.200000;  1724.620360;  0.352667;  2017.264147;  0.551685;  -1364.047824;  5.846988;  -995.640169;  42.319670;  1213.869101;  56.825441;  2596.065614;  259.914454
484.800000;  1726.636069;  0.353388;  2019.625510;  0.553060;  -1365.542944;  5.860918;  -996.526527;  42.413132;  1215.621667;  56.956407;  2599.813776;  260.513483
485.400000;  1728.651372;  0.354086;  2021.985337;  0.554452;  -1367.075447;  5.868946;  -997.518420;  42.467076;  1217.247014;  57.034570;  2603.289857;  260.870993
486.000000;  1730.666279;  0.354945;  2024.343444;  0.555626;  -1368.623406;  5.885375;  -998.553507;  42.586971;  1218.818994;  57.198062;  2606.651804;  261.618787
486.600000;  1732.685154;  0.355643;  2026.721541;  0.556658;  -1370.158993;  5.900698;  -999.562283;  42.694927;  1220.445988;  57.347917;  2610.131407;  262.304213
487.200000;  1734.697142;  0.356224;  2029.086238;  0.557739;  -1371.686904;  5.914262;  -1000.555427;  42.793528;  1222.075634;  57.482932;  2613.616682;  262.921761
487.800000;  1736.706602;  0.356892;  2031.450243;  0.558742;  -1373.226637;  5.927430;  -1001.588535;  42.888595;  1223.656974;  57.615379;  2616.998646;  263.527558
488.400000;  1738.710404;  0.357620;  2033.810401;  0.559609;  -1374.764760;  5.943161;  -1002.629269;  43.000651;  1225.224682;  57.769029;  2620.351458;  264.230339
489.000000;  1740.711603;  0.358379;  2036.174057;  0.560572;  -1376.289122;  5.960471;  -1003.641885;  43.128825;  1226.829955;  57.947578;  2623.784607;  265.047008
489.600000;  1742.713230;  0.359261;  2038.531339;  0.561569;  -1377.827114;  5.974063;  -1004.685530;  43.230784;  1228.390788;  58.088007;  2627.122713;  265.689315
490.200000;  1744.707202;  0.360178;  2040.890043;  0.562673;  -1379.328578;  5.992125;  -1005.648791;  43.363462;  1230.048819;  58.271007;  2630.668695;  266.526345
490.800000;  1746.703976;  0.361146;  2043.249642;  0.564079;  -1380.893963;  6.006904;  -1006.786120;  43.472236;  1231.501092;  58.421691;  2633.774627;  267.215557
491.400000;  1748.702371;  0.362250;  2045.618333;  0.565696;  -1382.434903;  6.022966;  -1007.858686;  43.594958;  1233.041116;  58.593879;  2637.068232;  268.003129
492.000000;  1750.716489;  0.363262;  2047.991665;  0.567165;  -1383.985289;  6.038840;  -1008.918110;  43.709007;  1234.602271;  58.753569;  2640.407027;  268.733537
492.600000;  1752.730422;  0.364200;  2050.366309;  0.568642;  -1385.518003;  6.053592;  -1009.929298;  43.816473;  1236.222296;  58.903135;  2643.871727;  269.417639
493.200000;  1754.745437;  0.364968;  2052.738688;  0.569833;  -1387.053540;  6.068574;  -1010.943153;  43.927278;  1237.836462;  59.056092;  2647.323893;  270.117249
493.800000;  1756.754168;  0.365791;  2055.112278;  0.571095;  -1388.571537;  6.084733;  -1011.926327;  44.049242;  1239.488521;  59.223511;  2650.857103;  270.883009
494.400000;  1758.759058;  0.366372;  2057.474750;  0.572270;  -1390.118701;  6.096713;  -1012.991906;  44.142986;  1241.029458;  59.353574;  2654.152659;  271.477906
495.000000;  1760.761355;  0.367143;  2059.836615;  0.573443;  -1391.673171;  6.109258;  -1014.084924;  44.236996;  1242.537071;  59.484288;  2657.376946;  272.075780
495.600000;  1762.764420;  0.367943;  2062.199886;  0.574744;  -1393.253834;  6.121386;  -1015.251389;  44.329080;  1243.959087;  59.608322;  2660.418170;  272.643101
496.200000;  1764.772923;  0.368703;  2064.571673;  0.575942;  -1394.782936;  6.136152;  -1016.264872;  44.441562;  1245.572992;  59.767630;  2663.869780;  273.371763
496.800000;  1766.792407;  0.369522;  2066.942046;  0.577362;  -1396.364654;  6.151955;  -1017.394905;  44.558199;  1247.046735;  59.930128;  2667.021629;  274.115015
497.400000;  1768.816333;  0.370289;  2069.317811;  0.578645;  -1397.900944;  6.169948;  -1018.389035;  44.692870;  1248.688360;  60.117906;  2670.532524;  274.973894
498.000000;  1770.843018;  0.371210;  2071.701750;  0.580051;  -1399.452929;  6.186738;  -1019.427986;  44.808741;  1250.286442;  60.281114;  2673.950295;  275.720393
498.600000;  1772.868124;  0.372161;  2074.076652;  0.581540;  -1400.977201;  6.204665;  -1020.383856;  44.940379;  1251.972502;  60.463663;  2677.556221;  276.555356
499.200000;  1774.890016;  0.372901;  2076.445606;  0.582934;  -1402.517178;  6.218991;  -1021.387380;  45.044722;  1253.594873;  60.608812;  2681.025938;  277.219255
499.800000;  1776.907917;  0.373726;  2078.807802;  0.584314;  -1404.043765;  6.233210;  -1022.357520;  45.146860;  1255.248881;  60.751564;  2684.563314;  277.872187
500.400000;  1778.913752;  0.374454;  2081.183611;  0.585518;  -1405.548070;  6.247319;  -1023.312322;  45.255569;  1256.937287;  60.902630;  2688.174259;  278.563149
501.000000;  1780.919814;  0.375220;  2083.551391;  0.586853;  -1407.078774;  6.263728;  -1024.333254;  45.372508;  1258.537579;  61.063753;  2691.596755;  279.300113
501.600000;  1782.918038;  0.376118;  2085.914153;  0.588025;  -1408.583046;  6.279613;  -1025.296482;  45.485655;  1260.200472;  61.221238;  2695.153135;  280.020436
502.200000;  1784.929598;  0.376940;  2088.286364;  0.589334;  -1410.097983;  6.296035;  -1026.261593;  45.609193;  1261.872355;  61.391752;  2698.728742;  280.800348
502.800000;  1786.938472;  0.377736;  2090.664883;  0.590423;  -1411.605706;  6.314140;  -1027.220179;  45.741431;  1263.559485;  61.575918;  2702.336956;  281.642707
503.400000;  1788.966923;  0.378625;  2093.046669;  0.591730;  -1413.144676;  6.330436;  -1028.215101;  45.858042;  1265.207323;  61.735168;  2705.861138;  282.371101
504.000000;  1790.992014;  0.379585;  2095.422329;  0.592921;  -1414.679291;  6.347710;  -1029.201079;  45.986129;  1266.858510;  61.911030;  2709.392483;  283.175480
504.600000;  1793.011833;  0.380483;  2097.797003;  0.594117;  -1416.175125;  6.369330;  -1030.091126;  46.144309;  1268.622509;  62.134370;  2713.165093;  284.197017
505.200000;  1795.028319;  0.381318;  2100.174905;  0.595186;  -1417.687672;  6.389683;  -1031.041198;  46.297885;  1270.319022;  62.347514;  2716.793375;  285.171917
505.800000;  1797.043217;  0.381959;  2102.548847;  0.596094;  -1419.215763;  6.406487;  -1032.035849;  46.422577;  1271.957862;  62.520516;  2720.298315;  285.963215
506.400000;  1799.057660;  0.382585;  2104.923068;  0.597378;  -1420.749202;  6.421756;  -1033.047225;  46.533951;  1273.577162;  62.674021;  2723.761463;  286.665332
507.000000;  1801.067567;  0.383247;  2107.290379;  0.598660;  -1422.285536;  6.437852;  -1034.072742;  46.647451;  1275.171449;  62.833530;  2727.171118;  287.394912
507.600000;  1803.072510;  0.384035;  2109.648578;  0.599896;  -1423.773232;  6.460368;  -1034.965406;  46.816749;  1276.912764;  63.065537;  2730.895215;  288.456094
508.200000;  1805.065065;  0.384812;  2112.010544;  0.601263;  -1425.291906;  6.474564;  -1035.984706;  46.921963;  1278.508087;  63.210564;  2734.307084;  289.119433
508.800000;  1807.057944;  0.385649;  2114.370497;  0.602697;  -1426.811835;  6.490258;  -1037.004632;  47.037513;  1280.100275;  63.369745;  2737.712250;  289.847514
509.400000;  1809.063586;  0.386398;  2116.749100;  0.604229;  -1428.312872;  6.507767;  -1037.953518;  47.166808;  1281.799030;  63.547689;  2741.345327;  290.661412
510.000000;  1811.081452;  0.387172;  2119.112488;  0.605396;  -1429.854638;  6.522342;  -1038.967955;  47.274948;  1283.401821;  63.698459;  2744.773168;  291.351020
510.600000;  1813.097608;  0.387848;  2121.482667;  0.606624;  -1431.366616;  6.540098;  -1039.909628;  47.412367;  1285.099137;  63.890109;  2748.403168;  292.227611
511.200000;  1815.110403;  0.388474;  2123.860234;  0.607848;  -1432.929327;  6.555808;  -1041.011953;  47.531875;  1286.614350;  64.051937;  2751.643707;  292.967798
511.800000;  1817.107693;  0.389109;  2126.236702;  0.609154;  -1434.456688;  6.574626;  -1042.056954;  47.674201;  1288.196367;  64.247290;  2755.027119;  293.861325
512.400000;  1819.111290;  0.389805;  2128.598116;  0.610420;  -1435.958510;  6.594894;  -1042.996667;  47.822165;  1289.885598;  64.455305;  2758.639829;  294.812765
513.000000;  1821.102600;  0.390586;  2130.951475;  0.611647;  -1437.540992;  6.612855;  -1044.191680;  47.954331;  1291.261917;  64.636105;  2761.583320;  295.639730
513.600000;  1823.094588;  0.391385;  2133.306009;  0.612949;  -1439.055665;  6.635200;  -1045.193821;  48.117250;  1292.868798;  64.861104;  2765.019908;  296.668852
514.200000;  1825.088790;  0.392094;  2135.652301;  0.614275;  -1440.579369;  6.655729;  -1046.207032;  48.263159;  1294.452732;  65.058636;  2768.407421;  297.572348
514.800000;  1827.083770;  0.392699;  2138.006881;  0.615565;  -1442.117861;  6.675973;  -1047.268228;  48.406326;  1295.989501;  65.250423;  2771.694062;  298.449562
515.400000;  1829.082369;  0.393272;  2140.366377;  0.616478;  -1443.623934;  6.698004;  -1048.232231;  48.565961;  1297.647592;  65.469263;  2775.240173;  299.450519
516.000000;  1831.083125;  0.393923;  2142.735715;  0.617461;  -1445.107873;  6.719606;  -1049.137248;  48.717711;  1299.387463;  65.676962;  2778.961183;  300.400516
516.600000;  1833.098380;  0.394510;  2145.105156;  0.618529;  -1446.649610;  6.742261;  -1050.165055;  48.881534;  1300.981559;  65.899143;  2782.370429;  301.416750
517.200000;  1835.112187;  0.395240;  2147.481607;  0.619840;  -1448.167892;  6.767808;  -1051.137517;  49.065765;  1302.649746;  66.153081;  2785.938131;  302.578238
517.800000;  1837.121183;  0.396054;  2149.857652;  0.621092;  -1449.697940;  6.790016;  -1052.156540;  49.230487;  1304.262128;  66.384992;  2789.386484;  303.638979
518.400000;  1839.135693;  0.396828;  2152.234261;  0.622360;  -1451.237436;  6.810424;  -1053.187273;  49.380877;  1305.861265;  66.591674;  2792.806509;  304.584326
519.000000;  1841.140278;  0.397527;  2154.606195;  0.623738;  -1452.802701;  6.827115;  -1054.314463;  49.501938;  1307.340240;  66.762627;  2795.969550;  305.366250
519.600000;  1843.140888;  0.398338;  2156.975024;  0.625076;  -1454.354009;  6.846552;  -1055.410270;  49.641705;  1308.852815;  66.956871;  2799.204448;  306.254704
520.200000;  1845.134190;  0.398978;  2159.344018;  0.626447;  -1455.897534;  6.867182;  -1056.504892;  49.793542;  1310.366992;  67.165873;  2802.442774;  307.210658
520.800000;  1847.139561;  0.399662;  2161.714641;  0.627782;  -1457.441921;  6.886159;  -1057.569391;  49.923382;  1311.918897;  67.341075;  2805.761788;  308.012016
521.400000;  1849.138174;  0.400287;  2164.086188;  0.629076;  -1458.978226;  6.909339;  -1058.631063;  50.090769;  1313.475259;  67.565864;  2809.090332;  309.040182
522.000000;  1851.142656;  0.400973;  2166.454212;  0.630146;  -1460.550664;  6.929743;  -1059.774960;  50.236048;  1314.929737;  67.760850;  2812.200981;  309.932030
522.600000;  1853.141929;  0.401697;  2168.827005;  0.631459;  -1462.100861;  6.952972;  -1060.875367;  50.399152;  1316.441555;  67.985593;  2815.434261;  310.959985
523.200000;  1855.136219;  0.402441;  2171.190387;  0.632630;  -1463.628481;  6.975683;  -1061.916517;  50.566291;  1318.012600;  68.218337;  2818.794208;  312.024537
523.800000;  1857.123772;  0.403141;  2173.558134;  0.633790;  -1465.149479;  6.997733;  -1062.962357;  50.723708;  1319.583259;  68.435688;  2822.153329;  313.018679
524.400000;  1859.115950;  0.403747;  2175.918291;  0.634844;  -1466.696783;  7.013271;  -1064.062034;  50.832013;  1321.080932;  68.584483;  2825.356357;  313.699255
525.000000;  1861.115428;  0.404318;  2178.283900;  0.636014;  -1468.238108;  7.031759;  -1065.129540;  50.965801;  1322.623306;  68.766109;  2828.654986;  314.529997
525.600000;  1863.108901;  0.405018;  2180.641465;  0.637397;  -1469.767094;  7.054415;  -1066.171057;  51.129448;  1324.187003;  68.989336;  2831.999218;  315.551015
526.200000;  1865.109657;  0.405618;  2183.010533;  0.638654;  -1471.295318;  7.077707;  -1067.201281;  51.293448;  1325.777785;  69.215543;  2835.401376;  316.585665
526.800000;  1867.109433;  0.406390;  2185.379661;  0.639925;  -1472.878775;  7.096882;  -1068.390838;  51.430196;  1327.179323;  69.399762;  2838.398804;  317.428268
527.400000;  1869.101603;  0.407101;  2187.751494;  0.641251;  -1474.415500;  7.117593;  -1069.472241;  51.580729;  1328.712580;  69.605933;  2841.677935;  318.371275
528.000000;  1871.109240;  0.407788;  2190.109895;  0.642152;  -1476.003424;  7.137844;  -1070.641453;  51.728454;  1330.125546;  69.807796;  2844.699805;  319.294577
528.600000;  1873.106294;  0.408399;  2192.468675;  0.643033;  -1477.542510;  7.158047;  -1071.702656;  51.876760;  1331.667297;  70.013061;  2847.997099;  320.233443
529.200000;  1875.103464;  0.409244;  2194.829289;  0.644090;  -1479.060927;  7.181116;  -1072.706800;  52.040504;  1333.279022;  70.236351;  2851.444048;  321.254750
529.800000;  1877.104156;  0.410100;  2197.191042;  0.644953;  -1480.604738;  7.204755;  -1073.774055;  52.206102;  1334.817113;  70.463491;  2854.733517;  322.293665
530.400000;  1879.102778;  0.410931;  2199.547130;  0.645926;  -1482.133673;  7.227091;  -1074.799360;  52.369131;  1336.398317;  70.683098;  2858.115191;  323.298128
531.000000;  1881.105124;  0.411712;  2201.913157;  0.646847;  -1483.690966;  7.247746;  -1075.904402;  52.513367;  1337.896589;  70.881606;  2861.319502;  324.206086
531.600000;  1883.107842;  0.412306;  2204.283384;  0.647759;  -1485.285750;  7.263427;  -1077.118813;  52.631031;  1339.269903;  71.042104;  2864.256567;  324.940189
532.200000;  1885.100089;  0.412837;  2206.650765;  0.648544;  -1486.864391;  7.283032;  -1078.314309;  52.776522;  1340.662309;  71.242645;  2867.234464;  325.857448
532.800000;  1887.096010;  0.413284;  2209.019762;  0.649338;  -1488.413142;  7.302639;  -1079.416323;  52.922639;  1342.167707;  71.442038;  2870.454014;  326.769455
533.400000;  1889.093684;  0.413619;  2211.386286;  0.650197;  -1490.006669;  7.322215;  -1080.637758;  53.074644;  1343.528273;  71.651669;  2873.363816;  327.728286
534.000000;  1891.089477;  0.413989;  2213.751371;  0.651073;  -1491.540382;  7.341766;  -1081.693616;  53.221815;  1345.083866;  71.854649;  2876.690717;  328.656697
534.600000;  1893.092475;  0.414517;  2216.132272;  0.651941;  -1493.106971;  7.360165;  -1082.838025;  53.355714;  1346.553036;  72.041970;  2879.832786;  329.513488
